ID_Venta,Fecha,ID_Producto,ID_Cliente,ID_Vendedor,Cantidad,Precio_Unitario,Descuento,Total_Venta,Costo_Unitario,Utilidad
VTA02197,2024-08-31,P001,C020,V003,1,1200,15,1020.0,900,300
VTA02198,2024-03-06,P002,C013,V003,5,800,15,3400.0,600,1000
VTA02199,2024-12-13,P003,C008,V005,4,150,10,540.0,90,240
VTA02200,2024-01-07,P001,C003,V010,1,1200,15,1020.0,900,300
VTA02201,2024-11-26,P005,C009,V005,2,100,15,170.0,60,80
VTA02202,2025-05-06,P001,C006,V001,4,1200,15,4080.0,900,1200
VTA02203,2025-10-04,P001,C017,V004,1,1200,0,1200.0,900,300
VTA02204,2024-10-10,P001,C011,V008,5,1200,15,5100.0,900,1500
VTA02205,2025-06-17,P002,C010,V006,4,800,0,3200.0,600,800
VTA02206,2025-12-26,P005,C010,V005,3,100,10,270.0,60,120
VTA02207,2025-08-31,P002,C001,V002,1,800,5,760.0,600,200
VTA02208,2024-10-06,P004,C013,V001,3,300,5,855.0,200,300
VTA02209,2024-11-26,P002,C010,V004,3,800,0,2400.0,600,600
VTA02210,2024-06-09,P005,C019,V003,5,100,5,475.0,60,200
VTA02211,2024-06-01,P004,C006,V004,2,300,15,510.0,200,200
VTA02212,2024-07-06,P004,C012,V003,1,300,15,255.0,200,100
VTA02213,2024-05-21,P003,C013,V009,4,150,10,540.0,90,240
VTA02214,2024-11-19,P005,C012,V009,4,100,15,340.0,60,160
VTA02215,2024-05-07,P004,C002,V005,5,300,15,1275.0,200,500
VTA02216,2025-12-04,P003,C001,V002,4,150,0,600.0,90,240
VTA02217,2025-12-31,P002,C006,V006,1,800,5,760.0,600,200
VTA02218,2025-12-31,P005,C007,V006,3,100,5,285.0,60,120
VTA02219,2024-06-07,P005,C018,V010,5,100,15,425.0,60,200
VTA02220,2024-06-04,P003,C005,V003,3,150,0,450.0,90,180
VTA02221,2025-06-06,P005,C006,V004,2,100,0,200.0,60,80
VTA02222,2024-06-29,P004,C013,V002,4,300,0,1200.0,200,400
VTA02223,2025-04-20,P005,C002,V009,2,100,5,190.0,60,80
VTA02224,2025-08-11,P004,C004,V004,4,300,0,1200.0,200,400
VTA02225,2024-05-20,P002,C014,V006,4,800,5,3040.0,600,800
VTA02226,2025-08-21,P003,C012,V002,2,150,10,270.0,90,120
VTA02227,2024-07-29,P003,C009,V005,5,150,5,712.5,90,300
VTA02228,2025-03-12,P001,C001,V010,3,1200,5,3420.0,900,900
VTA02229,2024-04-03,P005,C011,V001,5,100,10,450.0,60,200
VTA02230,2025-02-20,P004,C010,V002,2,300,10,540.0,200,200
VTA02231,2024-12-07,P004,C004,V010,4,300,10,1080.0,200,400
VTA02232,2024-02-24,P002,C004,V004,4,800,0,3200.0,600,800
VTA02233,2025-11-28,P001,C020,V007,5,1200,10,5400.0,900,1500
VTA02234,2024-11-30,P002,C009,V008,2,800,5,1520.0,600,400
VTA02235,2024-05-14,P005,C004,V008,2,100,0,200.0,60,80
VTA02236,2025-09-21,P002,C016,V008,4,800,10,2880.0,600,800
VTA02237,2025-02-04,P003,C006,V007,4,150,0,600.0,90,240
VTA02238,2025-11-18,P001,C009,V002,1,1200,15,1020.0,900,300
VTA02239,2024-03-04,P004,C020,V007,5,300,0,1500.0,200,500
VTA02240,2024-08-24,P001,C015,V008,4,1200,10,4320.0,900,1200
VTA02241,2025-10-21,P003,C001,V003,3,150,10,405.0,90,180
VTA02242,2024-07-29,P005,C002,V003,3,100,5,285.0,60,120
VTA02243,2025-08-06,P002,C006,V001,1,800,0,800.0,600,200
VTA02244,2024-07-24,P001,C018,V008,3,1200,10,3240.0,900,900
VTA02245,2024-04-26,P005,C015,V007,3,100,10,270.0,60,120
VTA02246,2025-04-02,P002,C004,V004,3,800,10,2160.0,600,600
VTA02247,2024-03-01,P004,C006,V002,3,300,5,855.0,200,300
VTA02248,2025-03-24,P005,C014,V010,5,100,15,425.0,60,200
VTA02249,2024-07-24,P003,C004,V001,3,150,0,450.0,90,180
VTA02250,2025-07-21,P005,C007,V002,5,100,0,500.0,60,200
VTA02251,2025-06-08,P004,C008,V005,5,300,10,1350.0,200,500
VTA02252,2024-03-18,P004,C018,V005,4,300,5,1140.0,200,400
VTA02253,2025-05-02,P003,C010,V006,3,150,0,450.0,90,180
VTA02254,2024-08-21,P005,C017,V004,3,100,5,285.0,60,120
VTA02255,2025-12-14,P001,C009,V003,3,1200,5,3420.0,900,900
VTA02256,2025-12-02,P001,C002,V004,4,1200,0,4800.0,900,1200
VTA02257,2024-11-02,P005,C007,V004,2,100,15,170.0,60,80
VTA02258,2025-10-06,P004,C011,V007,4,300,5,1140.0,200,400
VTA02259,2024-05-09,P001,C018,V002,5,1200,0,6000.0,900,1500
VTA02260,2024-09-03,P004,C003,V009,4,300,5,1140.0,200,400
VTA02261,2025-02-25,P004,C010,V002,2,300,15,510.0,200,200
VTA02262,2025-04-22,P002,C016,V002,4,800,0,3200.0,600,800
VTA02263,2024-11-30,P002,C017,V005,3,800,10,2160.0,600,600
VTA02264,2024-08-24,P001,C011,V006,2,1200,0,2400.0,900,600
VTA02265,2025-11-24,P003,C002,V005,1,150,0,150.0,90,60
VTA02266,2025-12-21,P002,C014,V009,2,800,5,1520.0,600,400
VTA02267,2025-09-11,P005,C002,V006,3,100,0,300.0,60,120
VTA02268,2025-03-25,P005,C014,V008,3,100,15,255.0,60,120
VTA02269,2024-11-18,P004,C016,V003,5,300,0,1500.0,200,500
VTA02270,2024-03-19,P004,C016,V007,3,300,5,855.0,200,300
VTA02271,2025-03-13,P004,C019,V006,5,300,5,1425.0,200,500
VTA02272,2024-04-30,P003,C001,V006,1,150,0,150.0,90,60
VTA02273,2024-05-16,P004,C006,V008,1,300,5,285.0,200,100
VTA02274,2024-09-20,P005,C020,V009,3,100,5,285.0,60,120
VTA02275,2024-09-10,P004,C012,V004,1,300,10,270.0,200,100
VTA02276,2024-10-07,P003,C017,V004,1,150,15,127.5,90,60
VTA02277,2025-04-12,P003,C012,V006,2,150,5,285.0,90,120
VTA02278,2024-10-13,P002,C010,V009,1,800,10,720.0,600,200
VTA02279,2024-07-15,P002,C016,V005,3,800,5,2280.0,600,600
VTA02280,2024-11-18,P001,C003,V001,3,1200,0,3600.0,900,900
VTA02281,2024-05-10,P001,C016,V004,5,1200,5,5700.0,900,1500
VTA02282,2024-05-04,P003,C012,V007,4,150,5,570.0,90,240
VTA02283,2024-05-01,P002,C020,V006,3,800,0,2400.0,600,600
VTA02284,2025-03-15,P003,C009,V006,3,150,10,405.0,90,180
VTA02285,2024-11-27,P005,C009,V010,3,100,10,270.0,60,120
VTA02286,2025-01-16,P003,C020,V004,5,150,10,675.0,90,300
VTA02287,2025-04-13,P001,C005,V003,4,1200,15,4080.0,900,1200
VTA02288,2024-05-18,P003,C015,V006,5,150,5,712.5,90,300
VTA02289,2024-06-28,P001,C008,V006,3,1200,5,3420.0,900,900
VTA02290,2025-04-20,P003,C004,V005,1,150,5,142.5,90,60
VTA02291,2024-12-02,P002,C015,V006,1,800,5,760.0,600,200
VTA02292,2024-06-19,P001,C008,V009,1,1200,15,1020.0,900,300
VTA02293,2024-06-19,P001,C020,V007,5,1200,5,5700.0,900,1500
VTA02294,2025-02-02,P004,C019,V006,2,300,15,510.0,200,200
VTA02295,2024-06-28,P003,C009,V005,5,150,10,675.0,90,300
VTA02296,2025-07-23,P004,C001,V003,2,300,15,510.0,200,200
VTA02297,2024-08-03,P002,C006,V010,2,800,0,1600.0,600,400
VTA02298,2024-09-26,P004,C013,V010,1,300,10,270.0,200,100
VTA02299,2025-12-21,P004,C002,V002,4,300,15,1020.0,200,400
VTA02300,2024-07-12,P003,C011,V010,4,150,10,540.0,90,240
VTA02301,2024-07-17,P001,C004,V010,5,1200,0,6000.0,900,1500
VTA02302,2025-04-11,P005,C020,V003,2,100,15,170.0,60,80
VTA02303,2025-05-28,P005,C015,V006,5,100,0,500.0,60,200
VTA02304,2024-08-11,P001,C020,V003,1,1200,0,1200.0,900,300
VTA02305,2025-09-19,P003,C014,V010,5,150,10,675.0,90,300
VTA02306,2024-09-19,P003,C015,V005,2,150,5,285.0,90,120
VTA02307,2025-05-21,P001,C011,V009,1,1200,0,1200.0,900,300
VTA02308,2025-05-07,P002,C011,V001,5,800,5,3800.0,600,1000
VTA02309,2025-07-03,P001,C020,V010,5,1200,0,6000.0,900,1500
VTA02310,2024-12-07,P005,C015,V006,4,100,10,360.0,60,160
VTA02311,2024-05-12,P004,C008,V008,5,300,5,1425.0,200,500
VTA02312,2024-02-26,P002,C001,V005,5,800,5,3800.0,600,1000
VTA02313,2025-05-23,P005,C015,V006,3,100,5,285.0,60,120
VTA02314,2024-05-27,P003,C009,V003,3,150,10,405.0,90,180
VTA02315,2025-01-15,P002,C018,V010,2,800,5,1520.0,600,400
VTA02316,2025-03-07,P005,C019,V005,3,100,15,255.0,60,120
VTA02317,2024-10-13,P002,C004,V002,2,800,5,1520.0,600,400
VTA02318,2024-10-05,P001,C020,V005,3,1200,10,3240.0,900,900
VTA02319,2025-09-15,P004,C014,V001,2,300,5,570.0,200,200
VTA02320,2025-08-22,P004,C011,V007,2,300,0,600.0,200,200
VTA02321,2025-08-18,P005,C016,V005,4,100,5,380.0,60,160
VTA02322,2025-06-19,P005,C001,V004,2,100,10,180.0,60,80
VTA02323,2024-10-20,P003,C009,V003,2,150,0,300.0,90,120
VTA02324,2025-03-09,P001,C006,V004,3,1200,15,3060.0,900,900
VTA02325,2024-01-21,P001,C010,V003,5,1200,0,6000.0,900,1500
VTA02326,2025-11-21,P001,C004,V001,3,1200,0,3600.0,900,900
VTA02327,2025-10-07,P003,C011,V007,1,150,10,135.0,90,60
VTA02328,2025-03-05,P004,C005,V002,1,300,10,270.0,200,100
VTA02329,2025-05-01,P001,C012,V006,1,1200,15,1020.0,900,300
VTA02330,2024-12-07,P003,C007,V003,2,150,5,285.0,90,120
VTA02331,2025-11-27,P005,C014,V002,1,100,10,90.0,60,40
VTA02332,2024-11-20,P004,C019,V009,3,300,15,765.0,200,300
VTA02333,2025-05-28,P003,C004,V001,4,150,5,570.0,90,240
VTA02334,2025-03-27,P004,C020,V002,4,300,0,1200.0,200,400
VTA02335,2024-01-03,P005,C016,V008,4,100,10,360.0,60,160
VTA02336,2024-06-10,P001,C006,V009,2,1200,10,2160.0,900,600
VTA02337,2025-07-14,P002,C010,V003,3,800,15,2040.0,600,600
VTA02338,2024-05-08,P001,C016,V009,5,1200,0,6000.0,900,1500
VTA02339,2024-04-28,P005,C012,V007,4,100,15,340.0,60,160
VTA02340,2024-08-10,P003,C011,V001,2,150,0,300.0,90,120
VTA02341,2025-10-24,P002,C006,V005,5,800,15,3400.0,600,1000
VTA02342,2025-11-18,P005,C004,V001,4,100,15,340.0,60,160
VTA02343,2025-10-11,P003,C009,V003,4,150,5,570.0,90,240
VTA02344,2024-11-19,P003,C015,V007,1,150,15,127.5,90,60
VTA02345,2025-02-21,P003,C013,V010,2,150,10,270.0,90,120
VTA02346,2024-11-02,P003,C012,V002,2,150,5,285.0,90,120
VTA02347,2025-07-15,P002,C014,V007,5,800,0,4000.0,600,1000
VTA02348,2024-08-17,P002,C008,V005,5,800,10,3600.0,600,1000
VTA02349,2025-07-07,P002,C013,V007,2,800,10,1440.0,600,400
VTA02350,2025-08-17,P002,C020,V001,3,800,5,2280.0,600,600
VTA02351,2025-03-08,P003,C011,V005,4,150,0,600.0,90,240
VTA02352,2025-09-04,P001,C003,V005,5,1200,15,5100.0,900,1500
VTA02353,2024-05-30,P002,C003,V003,5,800,0,4000.0,600,1000
VTA02354,2024-07-16,P001,C004,V002,2,1200,15,2040.0,900,600
VTA02355,2024-04-18,P001,C020,V005,5,1200,5,5700.0,900,1500
VTA02356,2025-08-30,P005,C008,V003,2,100,10,180.0,60,80
VTA02357,2024-07-24,P004,C016,V001,1,300,10,270.0,200,100
VTA02358,2024-02-25,P004,C018,V006,5,300,15,1275.0,200,500
VTA02359,2025-09-22,P003,C018,V004,3,150,10,405.0,90,180
VTA02360,2025-01-05,P001,C005,V006,5,1200,5,5700.0,900,1500
VTA02361,2025-04-25,P004,C002,V008,1,300,0,300.0,200,100
VTA02362,2025-01-24,P004,C012,V007,3,300,10,810.0,200,300
VTA02363,2025-11-08,P002,C003,V009,5,800,0,4000.0,600,1000
VTA02364,2024-03-17,P003,C018,V009,5,150,15,637.5,90,300
VTA02365,2025-10-19,P005,C018,V005,1,100,15,85.0,60,40
VTA02366,2025-11-21,P002,C010,V002,4,800,0,3200.0,600,800
VTA02367,2025-07-30,P004,C019,V007,4,300,0,1200.0,200,400
VTA02368,2025-10-23,P001,C006,V006,5,1200,5,5700.0,900,1500
VTA02369,2025-10-14,P002,C020,V006,4,800,10,2880.0,600,800
VTA02370,2024-09-20,P002,C003,V004,2,800,5,1520.0,600,400
VTA02371,2024-11-22,P004,C008,V007,1,300,5,285.0,200,100
VTA02372,2024-10-04,P001,C008,V010,2,1200,10,2160.0,900,600
VTA02373,2024-11-09,P003,C012,V002,4,150,5,570.0,90,240
VTA02374,2025-03-25,P005,C003,V007,1,100,0,100.0,60,40
VTA02375,2024-05-25,P005,C010,V005,2,100,0,200.0,60,80
VTA02376,2025-11-18,P004,C015,V002,1,300,15,255.0,200,100
VTA02377,2025-07-23,P001,C008,V005,2,1200,10,2160.0,900,600
VTA02378,2024-06-01,P004,C020,V007,3,300,15,765.0,200,300
VTA02379,2024-08-12,P004,C013,V001,2,300,15,510.0,200,200
VTA02380,2025-07-24,P001,C004,V003,4,1200,0,4800.0,900,1200
VTA02381,2024-11-12,P002,C002,V001,5,800,5,3800.0,600,1000
VTA02382,2025-11-21,P003,C005,V006,4,150,10,540.0,90,240
VTA02383,2025-08-26,P002,C019,V010,2,800,5,1520.0,600,400
VTA02384,2024-06-10,P004,C020,V009,3,300,0,900.0,200,300
VTA02385,2025-07-11,P002,C005,V003,2,800,0,1600.0,600,400
VTA02386,2024-08-26,P001,C005,V008,2,1200,10,2160.0,900,600
VTA02387,2025-08-26,P001,C011,V006,2,1200,0,2400.0,900,600
VTA02388,2025-11-21,P002,C013,V006,1,800,15,680.0,600,200
VTA02389,2024-09-05,P005,C010,V006,4,100,10,360.0,60,160
VTA02390,2025-07-19,P002,C015,V003,4,800,5,3040.0,600,800
VTA02391,2024-01-02,P002,C003,V005,2,800,10,1440.0,600,400
VTA02392,2024-03-28,P005,C008,V008,3,100,0,300.0,60,120
VTA02393,2024-08-23,P005,C014,V006,4,100,10,360.0,60,160
VTA02394,2025-04-05,P002,C007,V002,3,800,15,2040.0,600,600
VTA02395,2024-11-03,P004,C007,V007,4,300,15,1020.0,200,400
VTA02396,2025-11-29,P005,C019,V004,2,100,15,170.0,60,80
VTA02397,2024-07-30,P004,C004,V003,1,300,15,255.0,200,100
VTA02398,2025-02-15,P001,C015,V002,5,1200,10,5400.0,900,1500
VTA02399,2025-07-07,P004,C015,V009,1,300,10,270.0,200,100
VTA02400,2024-02-13,P004,C015,V009,2,300,0,600.0,200,200
VTA02401,2024-02-21,P005,C007,V001,2,100,0,200.0,60,80
VTA02402,2024-01-01,P004,C016,V001,5,300,10,1350.0,200,500
VTA02403,2025-02-06,P002,C011,V004,1,800,0,800.0,600,200
VTA02404,2024-10-15,P001,C007,V005,4,1200,0,4800.0,900,1200
VTA02405,2025-09-25,P005,C015,V009,4,100,10,360.0,60,160
VTA02406,2024-03-07,P001,C012,V010,1,1200,10,1080.0,900,300
VTA02407,2025-01-22,P001,C017,V001,3,1200,15,3060.0,900,900
VTA02408,2024-04-14,P001,C008,V007,4,1200,0,4800.0,900,1200
VTA02409,2024-12-13,P004,C019,V006,5,300,15,1275.0,200,500
VTA02410,2025-09-17,P005,C007,V005,2,100,5,190.0,60,80
VTA02411,2024-09-24,P001,C015,V010,2,1200,10,2160.0,900,600
VTA02412,2024-07-28,P001,C003,V009,1,1200,5,1140.0,900,300
VTA02413,2024-11-10,P003,C001,V006,4,150,15,510.0,90,240
VTA02414,2024-06-08,P005,C010,V008,5,100,15,425.0,60,200
VTA02415,2024-11-28,P004,C013,V002,3,300,15,765.0,200,300
VTA02416,2025-10-02,P003,C014,V006,5,150,10,675.0,90,300
VTA02417,2024-11-25,P002,C014,V003,5,800,5,3800.0,600,1000
VTA02418,2024-12-11,P001,C007,V004,5,1200,5,5700.0,900,1500
VTA02419,2025-02-10,P004,C002,V009,4,300,5,1140.0,200,400
VTA02420,2024-01-21,P002,C017,V008,5,800,15,3400.0,600,1000
VTA02421,2025-01-29,P004,C004,V009,5,300,5,1425.0,200,500
VTA02422,2024-04-18,P005,C013,V010,4,100,10,360.0,60,160
VTA02423,2025-09-09,P002,C007,V001,4,800,5,3040.0,600,800
VTA02424,2025-01-28,P003,C010,V006,5,150,15,637.5,90,300
VTA02425,2025-02-04,P005,C019,V005,2,100,15,170.0,60,80
VTA02426,2024-09-06,P004,C013,V002,5,300,0,1500.0,200,500
VTA02427,2024-04-27,P003,C004,V006,2,150,10,270.0,90,120
VTA02428,2024-04-23,P003,C015,V010,3,150,0,450.0,90,180
VTA02429,2025-04-24,P003,C016,V009,3,150,15,382.5,90,180
VTA02430,2025-10-25,P003,C016,V002,3,150,0,450.0,90,180
VTA02431,2024-11-26,P002,C012,V005,3,800,0,2400.0,600,600
VTA02432,2025-02-07,P001,C008,V004,5,1200,15,5100.0,900,1500
VTA02433,2024-09-25,P002,C015,V010,3,800,0,2400.0,600,600
VTA02434,2024-07-17,P002,C020,V010,2,800,10,1440.0,600,400
VTA02435,2024-08-12,P001,C011,V008,5,1200,5,5700.0,900,1500
VTA02436,2025-10-31,P005,C008,V006,3,100,15,255.0,60,120
VTA02437,2025-07-02,P005,C013,V007,4,100,5,380.0,60,160
VTA02438,2025-09-14,P003,C018,V002,1,150,15,127.5,90,60
VTA02439,2024-05-21,P005,C014,V004,1,100,5,95.0,60,40
VTA02440,2024-04-07,P004,C010,V010,3,300,5,855.0,200,300
VTA02441,2024-11-23,P001,C020,V010,3,1200,5,3420.0,900,900
VTA02442,2025-12-27,P001,C011,V007,3,1200,5,3420.0,900,900
VTA02443,2025-06-09,P003,C017,V006,2,150,15,255.0,90,120
VTA02444,2024-05-29,P005,C019,V010,1,100,10,90.0,60,40
VTA02445,2025-10-11,P002,C017,V003,1,800,0,800.0,600,200
VTA02446,2025-02-25,P004,C017,V009,3,300,0,900.0,200,300
VTA02447,2025-03-12,P004,C004,V005,5,300,10,1350.0,200,500
VTA02448,2025-10-13,P003,C005,V008,4,150,5,570.0,90,240
VTA02449,2024-09-02,P004,C015,V008,4,300,10,1080.0,200,400
VTA02450,2025-11-04,P005,C004,V010,1,100,15,85.0,60,40
VTA02451,2025-03-21,P003,C006,V010,1,150,0,150.0,90,60
VTA02452,2024-08-11,P002,C016,V006,2,800,0,1600.0,600,400
VTA02453,2025-10-02,P001,C006,V007,4,1200,10,4320.0,900,1200
VTA02454,2025-09-13,P002,C013,V007,2,800,10,1440.0,600,400
VTA02455,2024-11-12,P004,C018,V002,5,300,10,1350.0,200,500
VTA02456,2024-11-03,P003,C018,V006,5,150,0,750.0,90,300
VTA02457,2025-05-29,P003,C018,V001,4,150,5,570.0,90,240
VTA02458,2025-09-24,P003,C014,V010,3,150,0,450.0,90,180
VTA02459,2025-03-11,P002,C012,V007,3,800,5,2280.0,600,600
VTA02460,2024-07-05,P001,C007,V010,3,1200,0,3600.0,900,900
VTA02461,2025-03-24,P002,C004,V006,4,800,15,2720.0,600,800
VTA02462,2024-06-04,P005,C004,V003,2,100,10,180.0,60,80
VTA02463,2024-08-19,P002,C014,V008,2,800,10,1440.0,600,400
VTA02464,2025-02-26,P003,C001,V001,5,150,10,675.0,90,300
VTA02465,2025-07-08,P001,C012,V010,5,1200,10,5400.0,900,1500
VTA02466,2025-03-19,P002,C005,V006,4,800,0,3200.0,600,800
VTA02467,2024-02-12,P001,C011,V007,5,1200,0,6000.0,900,1500
VTA02468,2025-02-17,P002,C014,V003,5,800,5,3800.0,600,1000
VTA02469,2024-03-09,P001,C018,V009,3,1200,0,3600.0,900,900
VTA02470,2025-04-21,P001,C019,V007,3,1200,10,3240.0,900,900
VTA02471,2025-12-07,P001,C003,V004,5,1200,5,5700.0,900,1500
VTA02472,2024-07-16,P005,C009,V007,2,100,5,190.0,60,80
VTA02473,2024-02-06,P001,C014,V004,3,1200,15,3060.0,900,900
VTA02474,2025-08-22,P005,C005,V008,2,100,15,170.0,60,80
VTA02475,2024-07-09,P004,C003,V004,3,300,5,855.0,200,300
VTA02476,2025-08-14,P003,C007,V007,1,150,0,150.0,90,60
VTA02477,2024-10-30,P001,C001,V001,1,1200,5,1140.0,900,300
VTA02478,2025-08-25,P002,C017,V004,2,800,0,1600.0,600,400
VTA02479,2024-09-08,P001,C016,V008,5,1200,10,5400.0,900,1500
VTA02480,2024-12-02,P004,C012,V002,3,300,15,765.0,200,300
VTA02481,2024-12-24,P003,C018,V004,4,150,10,540.0,90,240
VTA02482,2024-11-08,P003,C020,V007,1,150,0,150.0,90,60
VTA02483,2024-11-15,P003,C019,V005,1,150,0,150.0,90,60
VTA02484,2024-09-01,P005,C009,V001,5,100,10,450.0,60,200
VTA02485,2024-02-25,P003,C009,V003,1,150,0,150.0,90,60
VTA02486,2025-04-18,P004,C008,V009,1,300,0,300.0,200,100
VTA02487,2025-05-30,P005,C007,V007,4,100,5,380.0,60,160
VTA02488,2024-04-04,P005,C005,V009,5,100,15,425.0,60,200
VTA02489,2024-06-20,P003,C013,V008,1,150,10,135.0,90,60
VTA02490,2024-10-06,P005,C010,V002,1,100,10,90.0,60,40
VTA02491,2024-03-11,P001,C012,V002,4,1200,15,4080.0,900,1200
VTA02492,2024-06-21,P003,C003,V004,2,150,0,300.0,90,120
VTA02493,2025-06-03,P005,C006,V006,3,100,15,255.0,60,120
VTA02494,2024-04-20,P001,C007,V006,1,1200,10,1080.0,900,300
VTA02495,2025-07-16,P001,C017,V004,2,1200,15,2040.0,900,600
VTA02496,2025-07-05,P002,C005,V009,4,800,15,2720.0,600,800
VTA02497,2024-04-10,P005,C014,V001,4,100,5,380.0,60,160
VTA02498,2024-02-12,P002,C001,V006,2,800,10,1440.0,600,400
VTA02499,2024-03-27,P001,C003,V002,4,1200,0,4800.0,900,1200
VTA02500,2024-03-06,P001,C007,V004,3,1200,0,3600.0,900,900
VTA02501,2025-11-01,P004,C011,V003,2,300,5,570.0,200,200
VTA02502,2025-05-06,P004,C015,V002,2,300,10,540.0,200,200
VTA02503,2025-03-17,P001,C004,V006,5,1200,10,5400.0,900,1500
VTA02504,2025-01-18,P004,C002,V003,5,300,5,1425.0,200,500
VTA02505,2024-03-29,P005,C006,V009,5,100,0,500.0,60,200
VTA02506,2024-03-27,P003,C009,V001,1,150,5,142.5,90,60
VTA02507,2024-02-04,P003,C011,V005,4,150,15,510.0,90,240
VTA02508,2025-02-09,P002,C019,V007,4,800,10,2880.0,600,800
VTA02509,2024-03-30,P001,C007,V010,4,1200,10,4320.0,900,1200
VTA02510,2024-10-13,P004,C015,V010,3,300,10,810.0,200,300
VTA02511,2024-09-05,P005,C003,V005,2,100,5,190.0,60,80
VTA02512,2024-03-22,P001,C020,V006,1,1200,10,1080.0,900,300
VTA02513,2024-07-10,P004,C018,V009,3,300,15,765.0,200,300
VTA02514,2025-11-14,P002,C001,V007,5,800,5,3800.0,600,1000
VTA02515,2025-10-11,P001,C007,V009,1,1200,5,1140.0,900,300
VTA02516,2024-03-23,P005,C010,V006,3,100,5,285.0,60,120
VTA02517,2025-08-09,P002,C002,V009,2,800,0,1600.0,600,400
VTA02518,2024-01-27,P004,C005,V005,2,300,5,570.0,200,200
VTA02519,2024-08-16,P001,C001,V002,2,1200,0,2400.0,900,600
VTA02520,2025-01-23,P002,C001,V001,5,800,15,3400.0,600,1000
VTA02521,2024-10-11,P003,C003,V008,1,150,15,127.5,90,60
VTA02522,2024-03-14,P001,C008,V007,1,1200,15,1020.0,900,300
VTA02523,2025-07-28,P002,C004,V003,1,800,0,800.0,600,200
VTA02524,2025-10-09,P003,C012,V001,5,150,15,637.5,90,300
VTA02525,2024-03-05,P004,C006,V006,4,300,5,1140.0,200,400
VTA02526,2025-09-30,P004,C016,V006,4,300,5,1140.0,200,400
VTA02527,2025-06-30,P003,C020,V003,3,150,0,450.0,90,180
VTA02528,2024-06-25,P004,C013,V009,4,300,5,1140.0,200,400
VTA02529,2025-10-20,P005,C017,V007,5,100,5,475.0,60,200
VTA02530,2025-10-08,P003,C013,V007,5,150,15,637.5,90,300
VTA02531,2024-09-21,P005,C003,V005,3,100,15,255.0,60,120
VTA02532,2024-07-08,P001,C011,V002,4,1200,10,4320.0,900,1200
VTA02533,2025-09-24,P001,C017,V007,3,1200,15,3060.0,900,900
VTA02534,2025-03-05,P004,C006,V007,5,300,15,1275.0,200,500
VTA02535,2025-06-12,P003,C017,V007,1,150,15,127.5,90,60
VTA02536,2025-04-28,P005,C012,V009,1,100,5,95.0,60,40
VTA02537,2025-03-28,P002,C019,V002,2,800,15,1360.0,600,400
VTA02538,2025-06-02,P002,C005,V007,3,800,5,2280.0,600,600
VTA02539,2024-12-12,P002,C013,V004,2,800,10,1440.0,600,400
VTA02540,2025-09-17,P005,C010,V008,1,100,0,100.0,60,40
VTA02541,2024-09-29,P003,C020,V004,4,150,0,600.0,90,240
VTA02542,2025-11-15,P003,C005,V005,1,150,15,127.5,90,60
VTA02543,2024-02-08,P002,C003,V005,3,800,10,2160.0,600,600
VTA02544,2024-12-29,P001,C014,V009,4,1200,10,4320.0,900,1200
VTA02545,2025-06-19,P005,C004,V006,3,100,0,300.0,60,120
VTA02546,2024-11-11,P001,C003,V006,2,1200,10,2160.0,900,600
VTA02547,2025-08-20,P005,C019,V004,4,100,10,360.0,60,160
VTA02548,2024-06-14,P005,C011,V007,5,100,0,500.0,60,200
VTA02549,2025-08-30,P005,C007,V001,2,100,15,170.0,60,80
VTA02550,2024-09-22,P004,C011,V007,4,300,0,1200.0,200,400
VTA02551,2024-02-13,P001,C014,V004,3,1200,15,3060.0,900,900
VTA02552,2024-01-04,P002,C006,V003,1,800,15,680.0,600,200
VTA02553,2025-02-12,P005,C013,V006,3,100,10,270.0,60,120
VTA02554,2025-01-01,P002,C012,V004,5,800,10,3600.0,600,1000
VTA02555,2024-11-17,P002,C005,V005,5,800,0,4000.0,600,1000
VTA02556,2025-12-26,P003,C003,V005,1,150,0,150.0,90,60
VTA02557,2024-06-03,P002,C010,V007,5,800,10,3600.0,600,1000
VTA02558,2025-10-30,P002,C006,V003,4,800,15,2720.0,600,800
VTA02559,2024-05-21,P004,C005,V005,3,300,0,900.0,200,300
VTA02560,2024-05-09,P005,C001,V001,5,100,0,500.0,60,200
VTA02561,2024-11-26,P005,C004,V007,1,100,5,95.0,60,40
VTA02562,2025-01-17,P005,C009,V006,5,100,15,425.0,60,200
VTA02563,2025-05-27,P005,C011,V005,4,100,5,380.0,60,160
VTA02564,2024-12-30,P003,C002,V006,5,150,5,712.5,90,300
VTA02565,2024-06-15,P003,C001,V005,4,150,15,510.0,90,240
VTA02566,2024-10-26,P002,C016,V007,2,800,15,1360.0,600,400
VTA02567,2025-03-24,P002,C019,V004,3,800,0,2400.0,600,600
VTA02568,2024-09-11,P003,C014,V005,4,150,5,570.0,90,240
VTA02569,2024-01-17,P005,C007,V008,3,100,10,270.0,60,120
VTA02570,2025-08-10,P005,C013,V003,1,100,5,95.0,60,40
VTA02571,2025-12-23,P001,C020,V010,3,1200,0,3600.0,900,900
VTA02572,2024-12-06,P002,C001,V009,1,800,5,760.0,600,200
VTA02573,2024-11-14,P005,C011,V001,1,100,0,100.0,60,40
VTA02574,2024-04-13,P005,C015,V010,1,100,0,100.0,60,40
